id,taxid,superkingdom,organism,title,valid
NC_023009,1007127,Viruses,Staphylococcus aureus bacteriophage Sb-1,"Staphylococcus phage Sb-1, complete genome",True
MH153799,2182350,Viruses,Microbacterium phage Appa,"Microbacterium phage Appa, complete genome",True
KT281796,1698716,Viruses,Mycobacterium phage Zakhe101,"Mycobacterium phage Zakhe101, complete genome",True
NC_004588,198542,Viruses,Streptococcus phage 315.5,"Streptococcus prophage 315.5, complete genome",True
MH536826,2250323,Viruses,Gordonia phage Ruthy,"Gordonia phage Ruthy, complete genome",True
JQ512844,1161933,Viruses,Mycobacterium phage Twister,"Mycobacterium phage Twister, complete genome",True
MK359320,2502438,Viruses,Mycobacterium phage Cookies,"Mycobacterium phage Cookies, complete genome",True
MF324900,2015832,Viruses,Rhodococcus phage StCroix,"Rhodococcus phage StCroix, complete genome",True
NC_013646,673832,Viruses,Enterococcus phage phiFL1A,"Enterococcus phage phiFL1A, complete genome",True
NC_031249,1821563,Viruses,Gordonia phage UmaThurman,"Gordonia phage UmaThurman, complete genome",True
NC_023700,2920888,Viruses,Pseudomonas phage PA1/KOR/2010,"Pseudomonas phage PA1/KOR/2010, complete genome",True
NC_025420,1500733,Viruses,Lactobacillus phage Ld17,"Lactobacillus phage Ld17, complete genome",True
MK524513,2530134,Viruses,Mycobacterium phage Munch,"Mycobacterium phage Munch, complete genome",True
JF937105,1034115,Viruses,Mycobacterium phage Rey,"Mycobacterium phage Rey, complete genome",True
JN638753,1084721,Viruses,Mycobacterium phage Morgushi,"Mycobacterium phage Morgushi, complete genome",True
KX641261,1897544,Viruses,Mycobacterium phage Isiphiwo,"Mycobacterium phage Isiphiwo, complete genome",True
KX688103,1897428,Viruses,Arthrobacter phage Greenhouse,"Arthrobacter phage Greenhouse, complete genome",True
NC_020158,1262528,Viruses,Haloarcula vallismortis tailed virus 1,"Halovirus HVTV-1, complete genome",True
NC_023576,1455075,Viruses,Citrobacter phage CR44b,Citrobacter phage CR44b complete genome,True
NC_005355,139870,Viruses,Lactobacillus prophage Lj965,"Lactobacillus prophage Lj965, complete genome",True
MH371116,2250358,Viruses,Mycobacterium phage DMoney,"Mycobacterium phage DMoney, complete genome",True
MK524490,2530126,Viruses,Mycobacterium phage Donny,"Mycobacterium phage Donny, complete genome",True
MG812491,2079568,Viruses,Mycobacterium phage ItsyBitsy1,"Mycobacterium phage ItsyBitsy1, complete genome",True
KU935731,1821541,Viruses,Mycobacterium phage Phrann,"Mycobacterium phage Phrann, complete genome",True
NC_009820,439809,Viruses,Mycobacterium phage Tweety,"Mycobacterium phage Tweety, complete genome",True
MF668269,2027892,Viruses,Mycobacterium phage Drake55,"Mycobacterium phage Drake55, complete genome",True
NC_023606,1458841,Viruses,Mycobacterium phage CRB1,"Mycobacterium phage CRB1, complete genome",True
NC_009542,2913974,Viruses,Aeromonas phage phiO18P,"Aeromonas phage phiO18P, complete genome",True
NC_031902,1813783,Viruses,Salmonella phage 100268_sal2,"Salmonella phage 100268_sal2, complete genome",True
NC_028774,1675609,Viruses,Klebsiella phage Sushi,"Klebsiella phage Sushi, complete genome",True
MH051258,2126955,Viruses,Mycobacterium phage SamScheppers,"Mycobacterium phage SamScheppers, complete genome",True
NC_019408,2927986,Viruses,Caulobacter phage CcrRogue,"Caulobacter phage CcrRogue, complete genome",True
NC_025416,1524910,Viruses,Staphylococcus phage MCE-2014,"Staphylococcus phage MCE-2014, complete genome",True
NC_028917,1505026,Viruses,Staphylococcus phage 3MRA,"Staphylococcus phage 3MRA, complete genome",True
NC_029097,1662330,Viruses,Rhodobacter phage RcTitan,"Rhodobacter phage RcTitan, complete genome",True
NC_007051,320836,Viruses,Staphylococcus phage 2638A,"Staphylococcus phage 2638A, complete genome",True
MH825701,2315707,Viruses,Mycobacterium phage Flare16,"Mycobacterium phage Flare16, complete genome",True
NC_011308,560178,Viruses,Listeria phage P40,"Listeria phage P40, complete genome",True
KM363596,1541819,Viruses,Mycobacterium phage Omnicron,"Mycobacteriophage Omnicron, complete genome",True
JF937097,1034106,Viruses,Mycobacterium phage Hertubise,"Mycobacterium phage Hertubise, complete genome",True
MH651168,2301692,Viruses,Gordonia phage Ashertheman,"Gordonia phage Ashertheman, complete genome",True
KR080201,1647308,Viruses,Mycobacterium phage Nerujay,"Mycobacterium phage Nerujay, complete genome",True
NC_028916,1636249,Viruses,Proteus phage vB_PmiP_Pm5460,"Proteus phage vB_PmiP_Pm5460, complete genome",True
MK359348,2502472,Viruses,Mycobacterium phage Rahel,"Mycobacterium phage Rahel, complete genome",True
NC_012092,593131,Viruses,Pseudomonas phage phi2954,"Pseudomonas phage phi2954 segment M, complete sequence",True
MG962370,2094135,Viruses,Mycobacterium phage Kykar,"Mycobacterium phage Kykar, complete genome",True
MH632119,2282909,Viruses,Mycobacterium phage Harley,"Mycobacterium phage Harley, complete genome",True
KJ944841,1506716,Viruses,Mycobacterium phage Cheetobro,"Mycobacterium phage Cheetobro, complete genome",True
MH271308,2201439,Viruses,Microbacterium phage Percival,"Microbacterium phage Percival, complete genome",True
MH001459,2108125,Viruses,Mycobacterium phage KittenMittens,"Mycobacterium phage KittenMittens, complete genome",True
NC_016567,700512,Viruses,Vibrio phage SIO-2,"Vibrio phage SIO-2, complete genome",True
MG925341,2099628,Viruses,Mycobacterium phage EpicPhail,"Mycobacterium phage EpicPhail, complete genome",True
NC_028700,35344,Viruses,Streptococcus phage T12,"Streptococcus phage T12, complete genome",True
NC_028907,1089127,Viruses,Mycobacterium phage Kikipoo,"Mycobacterium phage Kikipoo, complete genome",True
NC_021311,1327937,Viruses,Mycobacterium phage Phaux,"Mycobacterium phage Phaux, complete genome",True
MH536828,2250333,Viruses,Mycobacterium phage Snape,"Mycobacterium phage Snape, complete genome",True
MH536825,2250331,Viruses,Mycobacterium phage Ollie,"Mycobacterium phage Ollie, complete genome",True
MG593803,2059883,Viruses,Streptomyces phage Rowa,"Streptomyces phage Rowa, complete genome",True
JF937096,1034105,Viruses,Mycobacterium phage Henry,"Mycobacterium phage Henry, complete genome",True
MH155877,2182404,Viruses,Streptomyces phage Rainydai,"Streptomyces phage Rainydai, complete genome",True
NC_020863,754058,Viruses,Vibrio phage PWH3a-P1,Vibrio phage PWH3a-P1 genomic sequence,True
KT309034,1698357,Viruses,Mycobacterium phage Dante,"Mycobacterium phage Dante, complete genome",True
MF324911,2015824,Viruses,Mycobacterium phage SirPhilip,"Mycobacterium phage SirPhilip, complete genome",True
KU998253,1838075,Viruses,Gordonia phage Orchid,"Gordonia phage Orchid, complete genome",True
MF140418,2015860,Viruses,Arthrobacter phage LiSara,"Arthrobacter phage LiSara, complete genome",True
MH399774,2250376,Viruses,Mycobacterium phage DoctorDiddles,"Mycobacterium phage DoctorDiddles, complete genome",True
MH727544,2301605,Viruses,Mycobacterium phage Dalmuri,"Mycobacterium phage Dalmuri, complete genome",True
NC_028817,1716041,Viruses,Pseudomonas phage K8,"Pseudomonas phage K8, complete genome",True
KX641265,1897549,Viruses,Mycobacterium phage Taheera,"Mycobacterium phage Taheera, complete genome",True
NC_004680,2907829,Viruses,Mycobacterium phage Che8,"Mycobacterium phage Che8, complete genome",True
NC_028247,1675603,Viruses,Citrobacter phage Michonne,"Citrobacter phage Michonne, complete genome",True
NC_027357,1500799,Viruses,Propionibacterium phage PHL025M00,"Propionibacterium phage PHL025M00, complete genome",True
NC_013155,2898541,Viruses,Lactococcus phage CB13,"Lactococcus phage CB13, complete genome",True
NC_002671,151539,Viruses,Lactococcus phage bIL312,"Lactococcus prophage bIL312, complete genome",True
MF919530,2041548,Viruses,Mycobacterium phage Sheila,"Mycobacterium phage Sheila, complete genome",True
NC_025421,1500735,Viruses,Lactobacillus phage Ld3,"Lactobacillus phage Ld3, complete genome",True
MK310142,2500806,Viruses,Mycobacterium phage MetalQZJ,"Mycobacterium phage MetalQZJ, complete genome",True
NC_017974,1162295,Viruses,Cronobacter phage CR3,"Cronobacter phage CR3, complete genome",True
KU160649,1772301,Viruses,Arthrobacter phage Immaculata,"Arthrobacter phage Immaculata, complete genome",True
NC_018278,1132026,Viruses,Burkholderia phage vB_BceS_KL1,"Burkholderia phage KL1, complete genome",True
MH976516,2483663,Viruses,Corynebacterium phage PeteyPab,"Corynebacterium phage PeteyPab, complete genome",True
NC_009541,376758,Viruses,Propionibacterium phage PA6,"Propionibacterium phage PA6, complete genome",True
MG962371,2094136,Viruses,Mycobacterium phage LaterM,"Mycobacterium phage LaterM, complete genome",True
NC_021806,1327990,Viruses,Cellulophaga phage phi14:2,"Cellulophaga phage phi14:2, complete genome",True
KP057620,1567483,Viruses,Mycobacterium phage HamSlice,"Mycobacterium phage HamSlice, complete genome",True
KX619650,1897503,Viruses,Mycobacterium phage Jerm,"Mycobacterium phage Jerm, complete genome",True
MF377442,2024007,Viruses,Arthrobacter phage Franzy,"Arthrobacter phage Franzy, complete genome",True
KU963250,1821564,Viruses,Gordonia phage Vivi2,"Gordonia phage Vivi2, complete genome",True
NC_029067,573172,Viruses,Vibrio phage eugene 12A10,Vibrio phage eugene 12A10 genomic sequence,True
MK359349,2502473,Viruses,Mycobacterium phage FoxtrotP1,"Mycobacterium phage FoxtrotP1, complete genome",True
MK524515,2530138,Viruses,Mycobacterium phage Parmesanjohn,"Mycobacterium phage Parmesanjohn, complete genome",True
MK279903,2499071,Viruses,Mycobacterium phage Zetzy,"Mycobacterium phage Zetzy, complete genome",True
MG757161,2079421,Viruses,Mycobacterium phage LugYA,"Mycobacterium phage LugYA, complete genome",True
MF766046,2041207,Viruses,Streptomyces phage Diane,"Streptomyces phage Diane, complete genome",True
NC_029009,1597976,Viruses,Enterococcus phage EFDG1,"Enterococcus phage EFDG1, complete genome",True
NC_005822,12390,Viruses,Lactococcus phage phiLC3,"Lactococcus phage phiLC3, complete genome",True
NC_028770,1175657,Viruses,Pseudomonas phage PaMx11,"Pseudomonas phage PaMx11, complete genome",True
NC_024383,1458855,Viruses,Listeria phage LP-083-2,"Listeria phage LP-083-2, complete genome",True
KM463009,1552733,Viruses,Mycobacterium phage Power,"Mycobacterium phage Power, complete genome",True
NC_024204,1465613,Viruses,Salmonella phage vB_SenS-Ent3,Salmonella phage vB_SenS-Ent3 complete genome,True
NC_029008,1643326,Viruses,Bacillus phage phi4J1,"Bacillus phage phi4J1, complete genome",True
MF919505,2041559,Viruses,Propionibacterium phage DrParker,"Propionibacterium phage DrParker, complete genome",True
NC_027358,1536605,Viruses,Leuconostoc phage Ln-9,"Leuconostoc phage Ln-9, complete genome",True
NC_005857,255431,Viruses,Klebsiella phage phiKO2,"Klebsiella phage phiKO2, complete genome",True
NC_028911,1739611,Viruses,Lactobacillus phage iLp1308,"Lactobacillus phage iLp1308, complete genome",True
NC_021529,115992,Viruses,Vibrio phage nt-1,"Vibrio phage nt-1, complete genome",True
MH509447,2250289,Viruses,Microbacterium phage Eden,"Microbacterium phage Eden, complete genome",True
KX550441,1881139,Viruses,Mycobacterium phage LittleGuy,"Mycobacterium phage LittleGuy, complete genome",True
NC_028818,1636184,Viruses,Streptomyces phage TP1604,"Streptomyces phage TP1604, complete genome",True
MH976518,2483674,Viruses,Gordonia phage Stultus,"Gordonia phage Stultus, complete genome",True
NC_028890,1690456,Viruses,Bacillus phage TsarBomba,"Bacillus phage TsarBomba, complete genome",True
MF766048,2041209,Viruses,Streptomyces phage Tefunt,"Streptomyces phage Tefunt, complete genome",True
NC_028694,1747271,Viruses,Propionibacterium phage PA1-14,"Propionibacterium phage PA1-14, complete genome",True
NC_010355,467481,Viruses,Azospirillum phage Cd,"Azospirillum phage Cd, complete genome",True
NC_004066,114416,Viruses,Lactococcus phage ul36,"Lactococcus phage ul36, complete genome",True
NC_029025,1610872,Viruses,Staphylococcus phage IME-SA4,"Staphylococcus phage IME-SA4, complete genome",True
NC_003793,185959,Viruses,Spiroplasma phage C74,"Spiroplasma phage 1-C74, complete genome",True
NC_031277,1815972,Viruses,Mycobacterium phage ArcherNM,"Mycobacterium phage ArcherNM, complete genome",True
MK279851,2499002,Viruses,Arthrobacter phage Eunoia,"Arthrobacter phage Eunoia, complete genome",True
NC_020416,1087482,Viruses,Salmonella phage vB_SenM-S16,"Salmonella phage S16, complete genome",True
KX375815,1873989,Viruses,Mycobacterium phage ToneTone,"Mycobacterium phage ToneTone, complete genome",True
MG099943,2047838,Viruses,Mycobacterium phage Familton,"Mycobacterium phage Familton, complete genome",True
NC_031926,1792273,Viruses,Flavobacterium phage 2A,"Flavobacterium phage 2A, complete genome",True
NC_023688,926067,Viruses,Aeromonas phage PX29,"Aeromonas phage PX29, complete genome",True
MG839022,2079587,Viruses,Microbacterium phage Ludgate,"Microbacterium phage Ludgate, complete genome",True
NC_011216,557289,Viruses,Burkholderia phage KS10,"Burkholderia phage KS10, complete genome",True
NC_031052,1887655,Viruses,Gordonia phage Twister6,"Gordonia phage Twister6, complete genome",True
MH727560,2301601,Viruses,Corynebacterium phage SamW,"Corynebacterium phage SamW, complete genome",True
GU247133,701454,Viruses,Mycobacterium phage Fang,"Mycobacterium phage Fang, complete genome",True
NC_002484,2932880,Viruses,Pseudomonas phage D3,"Bacteriophage D3, complete genome",True
KT365402,1701803,Viruses,Mycobacterium phage Tres,"Mycobacterium phage Tres, complete genome",True
NC_027400,1500802,Viruses,Propionibacterium phage PHL055N00,"Propionibacterium phage PHL055N00, complete genome",True
NC_022324,1340827,Viruses,Mycobacterium phage SarFire,"Mycobacterium phage SarFire, complete genome",True
NC_022090,1235659,Viruses,Staphylococcus phage vB_SauM_Remus,"Staphylococcus phage vB_SauM_Remus, complete genome",True
MF185732,2015849,Viruses,Mycobacterium phage Stagni,"Mycobacterium phage Stagni, complete genome",True
NC_028801,1034149,Viruses,Mycobacterium phage Vortex,"Mycobacterium phage Vortex, complete sequence",True
KT281793,1698713,Viruses,Mycobacterium phage Seagreen,"Mycobacterium phage Seagreen, complete genome",True
NC_029093,1647311,Viruses,Mycobacterium phage Mindy,"Mycobacterium phage Mindy, complete genome",True
NC_007048,2908097,Viruses,Staphylococcus phage 69,"Staphylococcus phage 69, complete genome",True
MH020238,2126815,Viruses,Mycobacterium phage Lilith,"Mycobacterium phage Lilith, complete genome",True
NC_023602,1445729,Viruses,Mycobacterium phage 32HC,"Mycobacterium phage 32HC, complete genome",True
NC_015253,857312,Viruses,Brochothrix phage A9,"Brochothrix phage A9, complete genome",True
KY224000,1927021,Viruses,Mycobacterium phage Rich,"Mycobacterium phage Rich, complete genome",True
NC_008294,12024,Viruses,Pseudomonas phage PRR1,"Pseudomonas phage PRR1, complete genome",True
MF919537,2041516,Viruses,Gordonia phage Toniann,"Gordonia phage Toniann, complete genome",True
MF324905,2015826,Viruses,Rhodococcus phage Alatin,"Rhodococcus phage Alatin, complete genome",True
KU985096,1821726,Viruses,Mycobacterium phage Kazan,"Mycobacterium phage Kazan, complete genome",True
NC_030905,1838084,Viruses,Gordonia phage Woes,"Gordonia phage Woes, complete genome",True
MH576975,2283260,Viruses,Mycobacterium phage Target,"Mycobacterium phage Target, complete genome",True
NC_031905,1814287,Viruses,Flavobacterium phage Fpv7,"Flavobacterium phage Fpv7, complete genome",True
NC_031027,1805954,Viruses,Bacillus phage SageFayge,"Bacillus phage SageFayge, complete genome",True
NC_024791,1529058,Viruses,Vibrio phage ICP2_2013_A_Haiti,"Vibrio phage ICP2_2013_A_Haiti, complete genome",True
NC_027379,1560283,Viruses,Proteus phage PM 85,"Proteus phage PM 85, complete genome",True
MK279892,2499021,Viruses,Arthrobacter phage Wawa,"Arthrobacter phage Wawa, complete genome",True
MH001455,2108130,Viruses,Mycobacterium phage Remy19,"Mycobacterium phage Remy19, complete genome",True
MK524492,2530127,Viruses,Mycobacterium phage Expelliarmus,"Mycobacterium phage Expelliarmus, complete genome",True
NC_026586,1548907,Viruses,Pseudomonas phage vB_PaeM_PAO1_Ab27,"Pseudomonas phage vB_PaeM_PAO1_Ab27, complete genome",True
NC_031007,1883372,Viruses,Erwinia phage vB_EamM_EarlPhillipIV,"Erwinia phage vB_EamM_EarlPhillipIV, complete genome",True
MH020235,2126812,Viruses,Mycobacterium phage Batiatus,"Mycobacterium phage Batiatus, complete genome",True
NC_002194,105154,Viruses,Chlamydia phage 2,"Chlamydia phage Chp2, complete genome",True
NC_028750,1675607,Viruses,Klebsiella phage Matisse,"Klebsiella phage Matisse, complete genome",True
NC_014636,879630,Viruses,Aeromonas phage phiAS5,"Aeromonas phage phiAS5, complete genome",True
MG839027,2079581,Viruses,Microbacterium phage Eleri,"Microbacterium phage Eleri, complete genome",True
MK279854,2499003,Viruses,Arthrobacter phage GreenHearts,"Arthrobacter phage GreenHearts, complete genome",True
NC_008196,2681623,Viruses,Mycobacterium phage Llij,"Mycobacterium phage Llij, complete genome",True
MH834597,2419947,Viruses,Arthrobacter phage Atraxa,"Arthrobacter phage Atraxa, complete genome",True
NC_007646,10398,Viruses,Ovine gammaherpesvirus 2,"Ovine herpesvirus 2 strain BJ1035, complete genome",True
MG518519,2053812,Viruses,Streptomyces phage Manuel,"Streptomyces phage Manuel, complete genome",True
NC_028853,1572743,Viruses,Mannheimia phage vB_MhS_535AP2,"Mannheimia phage vB_MhS_535AP2, complete genome",True
NC_027366,1540090,Viruses,Bacillus phage Mater,"Bacillus phage Mater, complete genome",True
NC_011048,2884424,Viruses,Bacillus phage phi29,"Bacillus phage phi29, complete genome",True
NC_011167,2884422,Viruses,Bacillus phage IEBH,"Bacillus phage IEBH, complete genome",True
MF140432,2015871,Viruses,Arthrobacter phage Teacup,"Arthrobacter phage Teacup, complete genome",True
KT591076,1784843,Viruses,Mycobacterium phage Weiss13,"Mycobacterium phage Weiss13, complete genome",True
MK279852,2499040,Viruses,Mycobacterium phage Fringe,"Mycobacterium phage Fringe, complete genome",True
MH744419,2315608,Viruses,Arthrobacter phage KBurrousTX,"Arthrobacter phage KBurrousTX, complete genome",True
NC_005135,2907963,Viruses,Aeromonas phage 44RR2.8t,"Aeromonas phage 44RR2.8t, complete genome",True
NC_016166,1100814,Viruses,Gordonia phage GTE7,"Gordonia phage GTE7, complete genome",True
MK376960,2507861,Viruses,Gordonia phage BiPauneto,"Gordonia phage BiPauneto, complete genome",True
NC_009935,386792,Viruses,Pseudomonas phage LKD16,"Pseudomonas phage LKD16, complete genome",True
NC_031122,1887646,Viruses,Gordonia phage Eyre,"Gordonia phage Eyre, complete genome",True
MH171096,2182318,Viruses,Streptomyces phage Eddasa,"Streptomyces phage Eddasa, complete genome",True
MH316570,2234033,Viruses,Mycobacterium phage Silvafighter,"Mycobacterium phage Silvafighter, complete genome",True
NC_031026,1837218,Viruses,Salmonella phage phSE-2,"Salmonella phage phSE-2, complete genome",True
MH229863,2201347,Viruses,Streptomyces phage JackieB,"Streptomyces phage JackieB, complete genome",True
MF919532,2041550,Viruses,Mycobacterium phage Sulley,"Mycobacterium phage Sulley, complete genome",True
NC_023551,1432658,Viruses,Enterococcus phage IME-EF4,"Enterococcus phage IME-EF4, complete genome",True
NC_023727,1089108,Viruses,Mycobacterium phage Vista,"Mycobacterium phage Vista, complete genome",True
KU613353,1792253,Viruses,Mycobacterium phage Catalina,"Mycobacterium phage Catalina, complete genome",True
NC_013420,2570911,Viruses,Streptomyces phage ZL12,"Streptomyces phage ZL12, complete genome",True
MH590603,2283286,Viruses,Gordonia phage Daredevil,"Gordonia phage Daredevil, complete genome",True
MK279881,2499060,Viruses,Mycobacterium phage Solosis,"Mycobacterium phage Solosis, complete genome",True
MF975638,2041353,Viruses,Streptomyces phage Abt2graduatex2,"Streptomyces phage Abt2graduatex2, complete genome",True
NC_029029,1296661,Viruses,Brevibacillus phage Abouo,"Brevibacillus phage Abouo, complete genome",True
MK112540,2488968,Viruses,Mycobacterium phage Froghopper,"Mycobacterium phage Froghopper, complete genome",True
NC_028679,1701808,Viruses,Acinetobacter phage vB_AbaP_PD-AB9,"Acinetobacter phage vB_AbaP_PD-AB9, complete genome",True
MH536823,2250324,Viruses,Microbacterium phage Musetta,"Microbacterium phage Musetta, complete genome",True
KX557273,1887642,Viruses,Gordonia phage BatStarr,"Gordonia phage BatStarr, complete genome",True
MF140429,2015869,Viruses,Arthrobacter phage Swenson,"Arthrobacter phage Swenson, complete genome",True
MH450120,2250412,Viruses,Arthrobacter phage KeaneyLin,"Arthrobacter phage KeaneyLin, complete genome",True
MH371115,2250357,Viruses,Mycobacterium phage Clifton,"Mycobacterium phage Clifton, complete genome",True
MH576969,2283248,Viruses,Gordonia phage Zarbodnamra,"Gordonia phage Zarbodnamra, complete genome",True
NC_028899,1689679,Viruses,Ralstonia phage RSF1,"Ralstonia phage RSF1 DNA, complete genome",True
KX688102,1897429,Viruses,Arthrobacter phage Oxynfrius,"Arthrobacter phage Oxynfrius, complete genome",True
NC_009231,2849703,Viruses,Clostridioides phage phiC2,"Clostridioides phage phiC2, complete genome",True
MH171095,2182320,Viruses,Streptomyces phage Maneekul,"Streptomyces phage Maneekul, complete genome",True
MH001454,2108120,Viruses,Gordonia phage Waits,"Gordonia phage Waits, complete genome",True
NC_031005,1654782,Viruses,Propionibacterium phage QueenBey,"Propionibacterium phage QueenBey, complete genome",True
MF140430,2015890,Viruses,Mycobacterium phage Tachez,"Mycobacterium phage Tachez, complete genome",True
KT355471,1698361,Viruses,Arthrobacter phage Decurro,"Arthrobacter phage Decurro, complete genome",True
NC_028673,1647286,Viruses,Gordonia phage GMA7,"Gordonia phage GMA7, complete genome",True
NC_028675,691318,Viruses,Acinetobacter phage phiAB1,"Acinetobacter phage phiAB1, complete genome",True
KM101117,1527533,Viruses,Mycobacterium phage LizLemon,"Mycobacterium phage LizLemon, complete genome",True
MH051250,2126948,Viruses,Mycobacterium phage Coog,"Mycobacterium phage Coog, complete genome",True
NC_026595,1527511,Viruses,Mycobacterium phage Hades,"Mycobacterium phage Hades, complete genome",True
MH271297,2201449,Viruses,Rhodococcus phage Erik,"Rhodococcus phage Erik, complete genome",True
MK359354,2502451,Viruses,Mycobacterium phage PinkPlastic,"Mycobacterium phage PinkPlastic, complete genome",True
MH779508,2315532,Viruses,Gordonia phage Jifall16,"Gordonia phage Jifall16, complete genome",True
KT004677,1673876,Viruses,Mycobacterium phage UnionJack,"Mycobacterium phage UnionJack, complete genome",True
KX576644,1897769,Viruses,Mycobacterium phage WillSterrel,"Mycobacterium phage WillSterrel, complete genome",True
NC_031075,1862960,Viruses,Lactococcus phage M5938,"Lactococcus phage M5938, complete genome",True
JF937090,2902882,Viruses,Mycobacterium phage Baka,"Mycobacterium phage Baka, complete genome",True
NC_028836,1640972,Viruses,Pseudomonas phage DL62,"Pseudomonas phage DL62, complete genome",True
KX640831,1897496,Viruses,Mycobacterium phage Margo,"Mycobacterium phage Margo, complete genome",True
NC_021308,1327770,Viruses,Mycobacterium phage HINdeR,"Mycobacterium phage HINdeR, complete genome",True
MH045564,2126936,Viruses,Microbacterium phage TeddyBear,"Microbacterium phage TeddyBear, complete genome",True
NC_001900,2905674,Viruses,Mycobacterium phage D29,"Mycobacterium virus D29, complete genome",True
MH077577,2163590,Viruses,Mycobacterium phage AlishaPH,"Mycobacterium phage AlishaPH, complete genome",True
MH651188,2301713,Viruses,Mycobacterium phage Ruby,"Mycobacterium phage Ruby, complete genome",True
KU998241,1838073,Viruses,Gordonia phage Monty,"Gordonia phage Monty, complete genome",True
KR063280,1647285,Viruses,Gordonia phage GMA6,"Gordonia phage GMA6, complete genome",True
NC_018849,1229788,Viruses,Propionibacterium phage P105,"Propionibacterium phage P105, complete genome",True
NC_019932,947843,Viruses,Erwinia phage ENT90,"Erwinia phage ENT90, complete genome",True
MH479915,2250393,Viruses,Gordonia phage GEazy,"Gordonia phage GEazy, complete genome",True
NC_024367,1477404,Viruses,Dinoroseobacter phage DFL12phi1,"Dinoroseobacter phage DFL12phi1, complete genome",True
NC_031255,1821561,Viruses,Gordonia phage Schnabeltier,"Gordonia phage Schnabeltier, complete genome",True
NC_020879,1198014,Viruses,Aeromonas phage Aes012,"Aeromonas phage Aes012, complete genome",True
NC_031931,1814282,Viruses,Flavobacterium phage Fpv2,"Flavobacterium phage Fpv2, complete genome",True
NC_025465,1204540,Viruses,Enterococcus phage EfaCPT1,"Enterococcus phage EfaCPT1, complete genome",True
KR337648,1655020,Viruses,Propionibacterium phage SKKY,"Propionibacterium phage SKKY, complete genome",True
KX641260,1897548,Viruses,Mycobacterium phage Stasia,"Mycobacterium phage Stasia, complete genome",True
KU160645,1772297,Viruses,Arthrobacter phage Glenn,"Arthrobacter phage Glenn, complete genome",True
KY783914,1970789,Viruses,Mycobacterium phage GardenSalsa,"Mycobacterium phage GardenSalsa, complete genome",True
MH399779,2250370,Viruses,Microbacterium phage Jacko,"Microbacterium phage Jacko, complete genome",True
KR080196,1647303,Viruses,Mycobacterium phage Momo,"Mycobacterium phage Momo, complete genome",True
KT347313,1698358,Viruses,Mycobacterium phage Brusacoram,"Mycobacterium phage Brusacoram, complete genome",True
JN699018,1089126,Viruses,Mycobacterium phage Kamiyu,"Mycobacterium phage Kamiyu, complete genome",True
NC_031914,1792274,Viruses,Flavobacterium phage Fpv1,"Flavobacterium phage Fpv1, complete genome",True
NC_024121,1481112,Viruses,Serratia phage PS2,"Serratia phage PS2, complete genome",True
MK359321,2502439,Viruses,Mycobacterium phage Phusco,"Mycobacterium phage Phusco, complete genome",True
NC_020083,1262513,Viruses,Serratia phage phiMAM1,"Serratia phage phiMAM1, complete genome",True
KU998242,1838067,Viruses,Gordonia phage Demosthenes,"Gordonia phage Demosthenes, complete genome",True
NC_027346,1500827,Viruses,Propionibacterium phage PHL171M01,"Propionibacterium phage PHL171M01, complete genome",True
MH590606,2283287,Viruses,Microbacterium phage Andromedas,"Microbacterium phage Andromedas, complete genome",True
KU998239,1838066,Viruses,Gordonia phage Cozz,"Gordonia phage Cozz, complete genome",True
NC_028851,1636255,Viruses,Paenibacillus phage Fern,"Paenibacillus phage Fern, complete genome",True
MF766044,2041205,Viruses,Streptomyces phage Amethyst,"Streptomyces phage Amethyst, complete genome",True
MK305887,2500792,Viruses,Mycobacterium phage HuhtaEnerson15,"Mycobacterium phage HuhtaEnerson15, complete genome",True
MH834619,2419961,Viruses,Arthrobacter phage Maureen,"Arthrobacter phage Maureen, complete genome",True
NC_021338,1327947,Viruses,Mycobacterium phage Chy4,"Mycobacterium phage Chy4, complete genome",True
NC_015720,981323,Viruses,Gordonia phage GTE2,"Gordonia phage GTE2, complete genome",True
NC_011614,2681608,Viruses,Staphylococcus phage vB_SauS-phiIPLA88,"Staphylococcus phage phiSauS-IPLA88, complete genome",True
MK359300,2502418,Viruses,Mycobacterium phage AFIS,"Mycobacterium phage AFIS, complete genome",True
MK279846,2499036,Viruses,Mycobacterium phage Cosmolli16,"Mycobacterium phage Cosmolli16, complete genome",True
NC_021790,1327982,Viruses,Cellulophaga phage phi18:1,"Cellulophaga phage phi18:1, complete genome",True
NC_007050,2908111,Viruses,Staphylococcus phage 85,"Staphylococcus phage 85, complete genome",True
KX683292,1897479,Viruses,Mycobacterium phage Held,"Mycobacterium phage Held, complete genome",True
MH045566,2126928,Viruses,Microbacterium phage Didgeridoo,"Microbacterium phage Didgeridoo, complete genome",True
NC_020873,1195072,Viruses,Bacillus phage vB_BceM_Bc431v3,"Bacillus cereus bacteriophage vB_BceM_Bc431v3, complete genome",True
MK310143,2500801,Viruses,Mycobacterium phage Dietrick,"Mycobacterium phage Dietrick, complete genome",True
NC_028816,1610834,Viruses,Klebsiella phage vB_KpnP_SU503,"Klebsiella phage vB_KpnP_SU503, complete genome",True
KU160663,1772313,Viruses,Arthrobacter phage Rings,"Arthrobacter phage Rings, complete genome",True
KX721256,1897432,Viruses,Mycobacterium phage Erdmann,"Mycobacterium phage Erdmann, complete genome",True
