DNABERTBACTSTRAT,NT2PHAGESTRAT,NT2BACTSTRAT,MEGADNAPHAGESTRAT,DNABERTPHAGESTRAT,MEGADNABACTSTRAT,F1Score1,Average
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,Tf4idfStrategy,0.8217522658610272,.8217
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,0.7976429623677515,.7976
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,TfidfStrategy,0.79295489102889,.7929
MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.9018674019300664,.9018
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,0.9203349282296651,.9203
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,0.7995881065774231,.7995
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.9212821117134103,.9212
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,0.9137273593898951,.9137
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,0.8441293113808436,.8441
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,TfidfStrategy,0.8071384615384615,.8071
TfidfStrategy,TruncateStrategy,TfidfStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,0.8871262965222696,.8871
TfidfStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.9379575183007319,.9379
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.9308548425290079,.9308
TfidfStrategy,TruncateStrategy,TfidfStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.8549353936326096,.8549
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,0.9159162671032628,.9159
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TfidfStrategy,TruncateStrategy,0.9308919078558772,.9308
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,TfidfStrategy,0.8278351798829827,.8278
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,Tf4idfStrategy,0.8223302121607207,.8223
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TfidfStrategy,MaxStrategy,0.931737378525717,.9317
TfidfStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.8957116221255439,.8957
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,0.9351364289133557,.9351
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.9234735731864526,.9234
TfidfStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,TfidfStrategy,0.9128305582761997,.9128
TfidfStrategy,TruncateStrategy,TfidfStrategy,MaxStrategy,Tf4idfStrategy,TKPertStrategy,0.8760060362173039,.8760
TfidfStrategy,TruncateStrategy,TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,0.9140227658028579,.9140
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,Tf4idfStrategy,0.833703400724553,.8337
TfidfStrategy,TruncateStrategy,MaxStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,0.9443244540436764,.9443
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TfidfStrategy,TruncateStrategy,0.9240521187932856,.9240
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.904904664827917,.9049
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,Tf4idfStrategy,Tf4idfStrategy,0.8158673771462405,.8158
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TfidfStrategy,TfidfStrategy,0.8513140525621025,.8513
TfidfStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,0.8192491291446264,.8192
TfidfStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,0.9238060517681371,.9238
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,0.9313085775299561,.9313
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,Tf4idfStrategy,TfidfStrategy,0.829724535554132,.8297
TfidfStrategy,TruncateStrategy,TfidfStrategy,MaxStrategy,TfidfStrategy,TKPertStrategy,0.8823752368919772,.8823
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,0.7972362476747277,.7972
TfidfStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,0.9238422361719767,.9238
TfidfStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,0.8760236578707916,.8760
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,0.8137931034482758,.8137
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,Tf4idfStrategy,TruncateStrategy,0.9257437914925005,.9257
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TruncateStrategy,TruncateStrategy,0.8978805394990367,.8978
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.8950661853188928,.8950
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TfidfStrategy,Tf4idfStrategy,0.8191295282772999,.8191
TfidfStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,0.9376109861489287,.9376
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TfidfStrategy,MaxStrategy,0.9298988473300399,.9298
TfidfStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TfidfStrategy,TKPertStrategy,0.9355828220858896,.9355
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TfidfStrategy,TfidfStrategy,0.8053888548683406,.8053
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,TfidfStrategy,0.802801326944342,.8028
TfidfStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,0.818426103646833,.8184
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,Tf4idfStrategy,MaxStrategy,0.9239219352576837,.9239
TfidfStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.9396856342146948,.9396
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TruncateStrategy,Tf4idfStrategy,0.8295980969074747,.8295
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TfidfStrategy,0.811141144670349,.8111
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TfidfStrategy,TfidfStrategy,0.812721776843212,.8127
TfidfStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,0.9224605232147065,.9224
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TruncateStrategy,TfidfStrategy,0.8483494663688261,.8483
TfidfStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,TfidfStrategy,TKPertStrategy,0.8859564164648911,.8859
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,Tf4idfStrategy,TfidfStrategy,0.8411867364746946,.8411
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,TfidfStrategy,0.8145625982189628,.8145
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,MaxStrategy,Tf4idfStrategy,0.8358137301968315,.8358
TfidfStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,MaxStrategy,TKPertStrategy,0.8834230079426083,.8834
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TfidfStrategy,Tf4idfStrategy,0.8544187752108544,.8544
TfidfStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,0.8930952380952382,.8930
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.8934056007226738,.8934
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,0.8079628400796284,.8079
TfidfStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,0.8975229473154783,.8975
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TruncateStrategy,MaxStrategy,0.9043498064222273,.9043
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,MaxStrategy,TfidfStrategy,0.8080890336590663,.8080
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,MaxStrategy,TruncateStrategy,0.9386385426653884,.9386
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,Tf4idfStrategy,MaxStrategy,0.9068480516486049,.9068
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,Tf4idfStrategy,TruncateStrategy,0.9282421089963352,.9282
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,TfidfStrategy,0.816540042346494,.8165
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TfidfStrategy,MaxStrategy,0.9143260077564931,.9143
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TfidfStrategy,TruncateStrategy,0.9447852760736196,.9447
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TfidfStrategy,MaxStrategy,0.9304850702230615,.9304
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,0.9062108262108263,.9062
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,TfidfStrategy,0.7931034482758621,.7931
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,Tf4idfStrategy,0.8169491525423729,.8169
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TfidfStrategy,Tf4idfStrategy,0.8206121658271988,.8206
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,MaxStrategy,MaxStrategy,0.9235410140387516,.9235
TfidfStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,0.9366968110423607,.9366
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,0.8812999873048115,.8812
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,Tf4idfStrategy,0.7982050943645242,.7982
TfidfStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.9347184511864006,.9347
TfidfStrategy,TruncateStrategy,TfidfStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.8794671448699886,.8794
TfidfStrategy,TruncateStrategy,TfidfStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,0.8900050226017077,.8900
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,0.8330773169482846,.8330
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,Tf4idfStrategy,0.8411451735495313,.8411
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,0.8128130767202741,.8128
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,0.9181129877693651,.9181
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.9307023725628376,.9307
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,Tf4idfStrategy,0.8153218375674609,.8153
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TfidfStrategy,TfidfStrategy,0.8502254925231427,.8502
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,0.7929609385415278,.7929
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,0.9090280179868557,.9090
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TfidfStrategy,MaxStrategy,0.9085898024804777,.9085
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,0.9090490973899045,.9090
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,TfidfStrategy,0.8110468850353244,.8110
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,0.9284791544333529,.9284
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,0.9329542762378582,.9329
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TfidfStrategy,Tf4idfStrategy,0.865814696485623,.8658
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,Tf4idfStrategy,Tf4idfStrategy,0.8467119659103997,.8467
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TKPertStrategy,TfidfStrategy,0.8043393020520193,.8043
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,TfidfStrategy,0.8091236494597839,.8091
TfidfStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,0.9243697478991597,.9243
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,Tf4idfStrategy,TfidfStrategy,0.7899703424103532,.7899
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TfidfStrategy,TruncateStrategy,0.9249911961497829,.9249
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,0.9253766203433377,.9253
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,0.9251556808835626,.9251
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.8712112414353734,.8712
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,0.9210275927687915,.9210
TfidfStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,TruncateStrategy,TKPertStrategy,0.9206116207951072,.9206
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,0.8003660609229966,.8003
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,0.9400932679660409,.9400
TfidfStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,TfidfStrategy,TKPertStrategy,0.914033798677443,.9140
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.9192293885365562,.9192
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,0.8029442148760331,.8029
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TfidfStrategy,TruncateStrategy,0.9390972056364939,.9390
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,0.8055733094720695,.8055
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.9064500246184146,.9064
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,0.9011203117389187,.9011
TfidfStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,0.9177106362073202,.9177
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,0.9341799975576994,.9341
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,0.9072290625380959,.9072
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TfidfStrategy,0.8016234165539294,.8016
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TfidfStrategy,0.8107251675807434,.8107
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,Tf4idfStrategy,0.818335343787696,.8183
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TfidfStrategy,TKPertStrategy,0.8819079369149891,.8819
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,0.8003560528992878,.8003
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TfidfStrategy,0.8208574739281576,.8208
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,0.891317547055252,.8913
TfidfStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.9402628434886499,.9402
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,0.9250997886827894,.9250
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,0.8427313823459432,.8427
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,0.8055448594532153,.8055
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TfidfStrategy,TKPertStrategy,0.8934983017952449,.8934
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,0.9302893419606885,.9302
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,0.7948100588550027,.7948
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,0.912509216023593,.9125
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.9117825506613276,.9117
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TfidfStrategy,0.8408914226483545,.8408
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.914442981931315,.9144
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TfidfStrategy,TKPertStrategy,0.8995167885020443,.8995
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,0.887332908975175,.8873
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,0.8280339162692103,.8280
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,0.9014795274687464,.9014
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,0.8181477315335584,.8181
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,Tf4idfStrategy,0.8498734177215189,.8498
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.934529582929195,.9345
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.9100581467277,.9100
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,0.9227250842561386,.9227
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.9259566402085061,.9259
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,MaxStrategy,TKPertStrategy,0.9007275287491199,.9007
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TfidfStrategy,TKPertStrategy,0.8892455858747994,.8892
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,0.9267184698147041,.9267
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,0.9175894626413336,.9175
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,0.8326550746084598,.8326
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,Tf4idfStrategy,TKPertStrategy,0.9023661270236613,.9023
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,TruncateStrategy,0.9245126993502658,.9245
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TfidfStrategy,0.8550947260624681,.8550
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TruncateStrategy,0.921875,.9218
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,0.8753637245392822,.8753
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,0.9229502411481002,.9229
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,0.8380107035635035,.8380
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,Tf4idfStrategy,0.8354163925799237,.8354
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,Tf4idfStrategy,0.8342931937172775,.8342
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TfidfStrategy,0.8507272263332483,.8507
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,0.9352863489014288,.9352
TfidfStrategy,TruncateStrategy,TfidfStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,0.9184611662230826,.9184
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,0.9195042714474793,.9195
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,TruncateStrategy,TKPertStrategy,0.9154179566563468,.9154
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,0.8994655128531432,.8994
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TfidfStrategy,MaxStrategy,0.9107121045560034,.9107
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,0.9295606494746895,.9295
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TfidfStrategy,0.8196293395980161,.8196
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,Tf4idfStrategy,0.8253275109170305,.8253
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,0.9313319938541544,.9313
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.9217492711370263,.9217
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TfidfStrategy,Tf4idfStrategy,0.8677893228233609,.8677
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.8609027503618898,.8609
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.9361287176986837,.9361
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,0.9190066142518408,.9190
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TruncateStrategy,0.9221022993899577,.9221
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TfidfStrategy,TruncateStrategy,0.939142960028808,.9391
TfidfStrategy,TruncateStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,0.9091345001198754,.9091
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,0.9399976142192533,.9399
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TfidfStrategy,0.8759252289549616,.8759
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,0.9067270992366413,.9067
TfidfStrategy,TruncateStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,0.9199951731627851,.9199
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,Tf4idfStrategy,0.8435775696137559,.8435
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,MaxStrategy,0.9239709443099273,.9239
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,0.8070221407048342,.8070
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,0.9361495508618598,.9361
TfidfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,Tf4idfStrategy,0.8203514293207448,.8203
TfidfStrategy,TruncateStrategy,TKPertStrategy,TfidfStrategy,TruncateStrategy,TruncateStrategy,0.9013636363636364,.9013
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TfidfStrategy,MaxStrategy,0.9185853311179683,.9185
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.9312144212523719,.9312
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TfidfStrategy,TfidfStrategy,0.8786769347304633,.8786
TfidfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TfidfStrategy,0.8616824732109866,.8616
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.9238150965476887,.9238
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TfidfStrategy,0.804923239809423,.8049
TfidfStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TfidfStrategy,MaxStrategy,0.9306493187676445,.9306
