NT2PhageStrategy,NT2BactStrategy,MegaDNAPhageStrategy,MegaDNABactStrategy,DNABERTPhageStrategy,DNABERTBactStrategy,F1Score1,F1Score2,F1Score3,F1Score4,F1Score5,Average
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.9634324908256531,0.9584138989448547,0.9629629850387573,,,.9616
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,0.9567751288414001,0.9592628479003906,0.9498553276062012,,,.9552
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.9578692317008972,0.9449275135993958,0.9599217772483826,,,.9542
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,0.9562710523605347,0.9480392336845398,0.9587978720664978,,,.9543
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.9597283005714417,0.9579100012779236,0.9528897404670715,,,.9568
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,0.9474708437919617,0.952150821685791,0.9581711888313293,,,.9525
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,0.9593417048454285,0.9474196434020996,0.9537712931632996,,,.9535
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,0.9585568308830261,0.961013674736023,0.9569007158279419,,,.9588
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.9459328055381775,0.949201762676239,0.9658203125,,,.9536
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,0.9360235929489136,0.9540396928787231,0.9582118391990662,,,.9494
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,0.9582524299621582,0.9554694890975952,0.9567751288414001,,,.9568
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.9518663883209229,0.961706280708313,0.962493896484375,,,.9586
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.9631068110466003,0.9514943361282349,0.9577874541282654,,,.9574
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.9549199938774109,0.9556840062141418,0.943668782711029,,,.9514
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.9631068110466003,0.955974817276001,0.9564796686172485,,,.9585
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,0.9624573588371277,0.9606605172157288,0.9644768834114075,,,.9625
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.9529811143875122,0.9540396928787231,0.9537712931632996,,,.9535
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,0.9554263353347778,0.962135910987854,0.9554263353347778,,,.9576
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,0.9609755873680115,0.9533877968788147,0.960038959980011,,,.9581
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,0.9478764533996582,0.9591041803359985,0.9574571847915649,,,.9548
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,0.962890625,0.961519718170166,0.9561830759048462,,,.9601
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.9487922787666321,0.961519718170166,0.9525207877159119,,,.9542
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.9513252973556519,0.9620991349220276,0.9545893669128418,,,.9560
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,0.9511368870735168,0.9421882629394531,0.9586777091026306,,,.9506
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,0.9633967876434326,0.9417475461959839,0.9523809552192688,,,.9525
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,0.9463414549827576,0.9593417048454285,0.9563530683517456,,,.9540
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.954172670841217,0.9561830759048462,0.9573230147361755,,,.9558
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,0.962135910987854,0.9601167440414429,0.962135910987854,,,.9614
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,0.9630350470542908,0.9549636840820312,0.9588377475738525,,,.9589
TfidfStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,0.9587578773498535,0.948090136051178,0.9591836929321289,,,.9553
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,0.9624573588371277,0.9526112079620361,0.9476772546768188,,,.9542
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,0.9625304341316223,0.961406946182251,0.9569007158279419,,,.9602
TfidfStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.9658869504928589,0.9431929588317871,0.9606605172157288,,,.9565
TfidfStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.9616690874099731,0.9583333134651184,0.961444616317749,,,.9604
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.9389946460723877,0.9645114541053772,0.966829240322113,,,.9567
TfidfStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,0.9561830759048462,0.9585163593292236,0.9582524299621582,,,.9576
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.9616318345069885,0.9573230147361755,0.9560173749923706,,,.9583
TfidfStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,0.9658203125,0.9596107006072998,0.9578582048416138,,,.9610
TfidfStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,0.9616690874099731,0.9435643553733826,0.9587978720664978,,,.9546
TfidfStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.9600778818130493,0.9649805426597595,0.9635036587715149,,,.9628
TfidfStrategy,TfidfStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.9611272811889648,0.952150821685791,0.9579913020133972,,,.9570
TfidfStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,0.9529354572296143,0.9578284025192261,0.9579507112503052,,,.9562
TfidfStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,0.9576642513275146,0.9578284025192261,0.9599609375,,,.9584
TfidfStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,0.9462469816207886,0.9625668525695801,0.9557608366012573,,,.9548
TfidfStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,0.963468074798584,0.9552963972091675,0.962135910987854,,,.9603
TfidfStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.9564796686172485,0.9601941704750061,0.9543246030807495,,,.9569
TfidfStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.947830319404602,0.9625668525695801,0.9578284025192261,,,.9560
TfidfStrategy,TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,0.9477283954620361,0.9626756906509399,0.9416825771331787,,,.9506
TfidfStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.9441527724266052,0.9562256932258606,0.9600778818130493,,,.9534
TfidfStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,0.9508993625640869,0.960622251033783,0.9539505839347839,,,.9551
TfidfStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.9605839252471924,0.9583736658096313,0.947267472743988,,,.9554
TfidfStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,0.961519718170166,0.9545454382896423,0.9587578773498535,,,.9582
TfidfStrategy,TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.9499518871307373,0.9620991349220276,0.9551374912261963,,,.9557
TfidfStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,0.9501693248748779,0.9569007158279419,0.9652811884880066,,,.9574
TfidfStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,0.9525193572044373,0.9490538835525513,0.9548762440681458,,,.9521
TfidfStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.951597273349762,0.944767415523529,0.95652174949646,,,.9509
TfidfStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.9638318419456482,0.9629990458488464,0.957446813583374,,,.9614
TfidfStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,0.9579100012779236,0.9648093581199646,0.9616690874099731,,,.9614
TfidfStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,0.9540840983390808,0.9410071969032288,0.9607368111610413,,,.9519
TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,0.941630482673645,0.9649805426597595,0.9516907930374146,,,.9527
TfidfStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,0.962493896484375,0.9563953280448914,0.9623472094535828,,,.9604
TfidfStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,0.9592233300209045,0.9611272811889648,0.9471153616905212,,,.9558
TfidfStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,0.9431051015853882,0.962135910987854,0.9413461685180664,,,.9488
TfidfStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,0.9611272811889648,0.9394673109054565,0.9580487608909607,,,.9528
TfidfStrategy,TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,0.9568589329719543,0.9544573426246643,0.9639024138450623,,,.9584
TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.9443359375,0.9462989568710327,0.9558038115501404,,,.9488
TfidfStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.9537126421928406,0.9513252973556519,0.9537572264671326,,,.9529
TfidfStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.964442253112793,0.9573230147361755,0.9568589329719543,,,.9595
TfidfStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,0.9569007158279419,0.9360663890838623,0.9585163593292236,,,.9504
TfidfStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.9601167440414429,0.9523809552192688,0.9624573588371277,,,.9583
TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.9602327942848206,0.9630709290504456,0.9600778818130493,,,.9611
TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,0.9626756906509399,0.960774838924408,0.955974817276001,,,.9598
TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,0.9387555122375488,0.9551807045936584,0.9554263353347778,,,.9497
TfidfStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.9557177424430847,0.9485329389572144,0.9559321999549866,,,.9533
TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,0.9550072550773621,0.9517778754234314,0.9385749101638794,,,.9484
TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,0.9597673416137695,0.9601167440414429,0.9475728273391724,,,.9558
TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,0.9596499800682068,0.9515503644943237,0.9608127474784851,,,.9573
TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.9626032114028931,0.9558894634246826,0.964946448802948,,,.9611
TfidfStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.9517778754234314,0.947316586971283,0.9516441226005554,,,.9502
TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,0.9552963972091675,0.9476743936538696,0.9385206699371338,,,.9471
TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.9640427827835083,0.9511368870735168,0.9317307472229004,,,.9489
TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.964442253112793,0.9578284025192261,0.9588776230812073,,,.9603
TfidfStrategy,TfidfStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.9616690874099731,0.950772225856781,0.9562682509422302,,,.9562
TfidfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,0.9624573588371277,0.9479267001152039,0.9626032114028931,,,.9576
TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.9538310170173645,0.9465500712394714,0.9620622396469116,,,.9541
TfidfStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,0.9597283005714417,0.9596107006072998,0.9635036587715149,,,.9609
TfidfStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,0.9572400450706482,0.9492682814598083,0.9602712988853455,,,.9555
TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.9511368870735168,0.943469762802124,0.9639376401901245,,,.9528
TfidfStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,0.9569840431213379,0.9617433547973633,0.9555125832557678,,,.9580
TfidfStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,0.9629990458488464,0.9495635032653809,0.9583736658096313,,,.9569
TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,0.9605839252471924,0.9475728273391724,0.9341602921485901,,,.9474
TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,0.9558466672897339,0.9465575218200684,0.9178414940834045,,,.9400
TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.945841372013092,0.9559321999549866,0.955078125,,,.9522
TfidfStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,0.9577874541282654,0.9521045088768005,0.9616318345069885,,,.9571
TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,0.9623839855194092,0.9521016478538513,0.9592628479003906,,,.9579
TfidfStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.9531627297401428,0.9529811143875122,0.9574571847915649,,,.9545
TfidfStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,0.9578692317008972,0.9451395869255066,0.9424286484718323,,,.9484
TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,0.9528897404670715,0.9533980488777161,0.9615945816040039,,,.9559
TfidfStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,0.9592628479003906,0.9454370141029358,0.9673330187797546,,,.9573
TfidfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.9526112079620361,0.9534883499145508,0.9654837250709534,,,.9571
TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,0.9554263353347778,0.9579100012779236,0.9459459185600281,,,.9530
TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.9639024138450623,0.9546562433242798,0.9662261605262756,,,.9615
TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,0.9498783349990845,0.935546875,0.9510421752929688,,,.9454
TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.9531627297401428,0.9616690874099731,0.9630709290504456,,,.9593
TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.961519718170166,0.9624573588371277,0.9351145029067993,,,.9530
TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,0.9601554870605469,0.9539505839347839,0.9616690874099731,,,.9585
TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.9514091610908508,0.9615945816040039,0.9577874541282654,,,.9569
TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,0.9497584700584412,0.9500242471694946,0.9470616579055786,,,.9489
TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.9482341408729553,0.95706707239151,0.9586777091026306,,,.9546
TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.9520547986030579,0.9530720710754395,0.9610515832901001,,,.9553
TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,0.9522431492805481,0.9550072550773621,0.9550072550773621,,,.9540
TfidfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.8944977521896362,0.9560173749923706,0.954172670841217,,,.9348
TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,0.9545454382896423,0.9633610248565674,0.8875969052314758,,,.9351
TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,0.9629990458488464,0.9549199938774109,0.9263566136360168,,,.9480
TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,0.9533527493476868,0.9435797929763794,0.945841372013092,,,.9475
TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.9503890872001648,0.9567751288414001,0.9480834603309631,,,.9517
TfidfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,0.9494163393974304,0.9603098034858704,0.9563953280448914,,,.9553
TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,0.9493975639343262,0.9545014500617981,0.9515033960342407,,,.9518
TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,0.959571361541748,0.9462469816207886,0.9541284441947937,,,.9533
TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.960622251033783,0.9437652826309204,0.9517308473587036,,,.9520
TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.9317191243171692,0.9509946703910828,0.9500242471694946,,,.9442
TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,0.9611650705337524,0.9406036734580994,0.9435600638389587,,,.9484
TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.9519608020782471,0.9271916747093201,0.9459853768348694,,,.9417
TfidfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,0.957446813583374,0.9630709290504456,0.9478811621665955,,,.9561
TfidfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.9625668525695801,0.9644768834114075,0.961240291595459,,,.9627
TfidfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,0.9563106894493103,0.9561445713043213,0.9424390196800232,,,.9516
TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.9599999785423279,0.9531174302101135,0.9644076228141785,,,.9591
TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.9568589329719543,0.9573643207550049,0.9555555582046509,,,.9565
TfidfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.9563530683517456,0.9615945816040039,0.9602327942848206,,,.9593
TfidfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.9590243697166443,0.9369627237319946,0.9605839252471924,,,.9521
TfidfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,0.9546331763267517,0.9561403393745422,0.953533411026001,,,.9547
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,0.9540396928787231,0.9289512038230896,0.9447138905525208,,,.9425
TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,0.9590643048286438,0.9366843700408936,0.9497584700584412,,,.9485
TfidfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,0.9444985389709473,0.9458272457122803,0.9612778425216675,,,.9505
TfidfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,0.9588377475738525,0.9522431492805481,0.9508993625640869,,,.9539
TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,0.9539505839347839,0.9533877968788147,0.9505813717842102,,,.9526
TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.9611272811889648,0.9551374912261963,0.961013674736023,,,.9590
TfidfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,0.9598451852798462,0.9500242471694946,0.9591041803359985,,,.9563
TfidfStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,0.9582524299621582,0.957198441028595,0.9367588758468628,,,.9507
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.9481915831565857,0.9540396928787231,0.9577053785324097,,,.9533
TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,0.9577053785324097,0.956817090511322,0.9572901129722595,,,.9572
TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.9526112079620361,0.960698664188385,0.9582524299621582,,,.9571
TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,0.9489893913269043,0.952843964099884,0.9546562433242798,,,.9521
TfidfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.957581639289856,0.9467513561248779,0.9505334496498108,,,.9516
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.9495145678520203,0.9466602802276611,0.9569892287254333,,,.9510
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,0.9617433547973633,0.9578692317008972,0.9412331581115723,,,.9536
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,0.9553831219673157,0.9605839252471924,0.9596499800682068,,,.9585
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,0.9619140625,0.939805805683136,0.957198441028595,,,.9529
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.9604299068450928,0.9495635032653809,0.960038959980011,,,.9566
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,0.9582118391990662,0.9653489589691162,0.9653489589691162,,,.9629
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,0.9435084462165833,0.957156777381897,0.9542609453201294,,,.9516
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,0.9555447101593018,0.9601554870605469,0.952798068523407,,,.9561
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.9413489699363708,0.9555125832557678,0.9567751288414001,,,.9512
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.9638671875,0.9591836929321289,0.953667938709259,,,.9589
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,0.9620253443717957,0.9501693248748779,0.9533429741859436,,,.9551
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,0.9500242471694946,0.9654837250709534,0.9527482986450195,,,.9560
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.925692081451416,0.9597673416137695,0.9297724962234497,,,.9384
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.955974817276001,0.9592233300209045,0.9251311421394348,,,.9467
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,0.9593023061752319,0.9487427473068237,0.9497098922729492,,,.9525
TfidfStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,0.9560173749923706,0.964442253112793,0.95652174949646,,,.9589
